Comment,Lemmatized_Comment,Overall_CB_Status,Sexual_Type1,Sexual_Type2,Physical_Appearance,Race,Intellectual,General_Hate
mason ryan Pretzel randy orion Watching wwe battle pack,mason ryan Pretzel randy orion Watching wwe battle pack,0,0,0,0,0,0,0
wwe battle pack randy orion mason ryan chair,wwe battle pack randy orion mason ryan chair,0,0,0,0,0,0,0
matter battle packs randy orion Pretzel mason ryan,matter battle pack randy orion Pretzel mason ryan,0,0,0,0,0,0,0
battle pack mason ryan randy orion chair,battle pack mason ryan randy orion chair,0,0,0,0,0,0,0
wwe battle pack mason ryan versus randy orion comes chair,wwe battle pack mason ryan versus randy orion come chair,0,0,0,0,0,0,0
battle pack mason ryan randy orion chair,battle pack mason ryan randy orion chair,0,0,0,0,0,0,0
battle mason ryan randy orion chair,battle mason ryan randy orion chair,0,0,0,0,0,0,0
battle packs randy orion,battle pack randy orion,0,0,0,0,0,0,0
battle pack mason ryan versus randy orion chair,battle pack mason ryan versus randy orion chair,0,0,0,0,0,0,0
wwe battle packs series mason ryan randy orion chair,wwe battle pack series mason ryan randy orion chair,0,0,0,0,0,0,0
battle pack mason ryan versus randy orion,battle pack mason ryan versus randy orion,0,0,0,0,0,0,0
want one,want one,0,0,0,0,0,0,0
mason ryan randy organ,mason ryan randy organ,0,0,0,0,0,0,0
mason ryan versus randy orion battle packs,mason ryan versus randy orion battle pack,0,0,0,0,0,0,0
wwe battle pack mason ryan randy orion,wwe battle pack mason ryan randy orion,0,0,0,0,0,0,0
mason ryan versus randy orion battle packs series,mason ryan versus randy orion battle pack series,0,0,0,0,0,0,0
wwe battle pack mason ryan is randy orion,wwe battle pack mason ryan is randy orion,0,0,0,0,0,0,0
mason ryan Pretzel randy orion Watching wwe battle packs,mason ryan Pretzel randy orion Watching wwe battle pack,0,0,0,0,0,0,0
mason ryan versus randy orion steel chair series battle pack,mason ryan versus randy orion steel chair series battle pack,0,0,0,0,0,0,0
wwe battle packs mason ryan is randy orion,wwe battle pack mason ryan is randy orion,0,0,0,0,0,0,0
wwe battle packs series Octopus randy orion is mason ryan,wwe battle pack series Octopus randy orion is mason ryan,0,0,0,0,0,0,0
randy orion versus mason ryan,randy orion versus mason ryan,0,0,0,0,0,0,0
series battle backs,series battle back,0,0,0,0,0,0,0
battle pack series randy orion mason ryan,battle pack series randy orion mason ryan,0,0,0,0,0,0,0
wwe battle pack series randy orion Pretzel mason ryan,wwe battle pack series randy orion Pretzel mason ryan,0,0,0,0,0,0,0
series mason ryan white randy orion green battle pack chair,series mason ryan white randy orion green battle pack chair,0,0,0,0,0,0,0
battle pack randy orion versus mason ryan,battle pack randy orion versus mason ryan,0,0,0,0,0,0,0
series battlepack randy orion is mason ryan,series battlepack randy orion is mason ryan,0,0,0,0,0,0,0
battlepacks series randy orion versus mason ryan,battlepacks series randy orion versus mason ryan,0,0,0,0,0,0,0
wwe matter battlepacks series mason ryan versus randy orion,wwe matter battlepacks series mason ryan versus randy orion,0,0,0,0,0,0,0
mason ryan randy orion battle pack,mason ryan randy orion battle pack,0,0,0,0,0,0,0
battle,battle,0,0,0,0,0,0,0
mason ryan randy orion battle pack,mason ryan randy orion battle pack,0,0,0,0,0,0,0
series battlepacks randy orion versus mason ryan,series battlepacks randy orion versus mason ryan,0,0,0,0,0,0,0
basic battle pack series punk versus vince mcmahon hope god win,basic battle pack series punk versus vince mcmahon hope god win,0,0,0,0,0,0,0
series battlepacks randy orion mason ryan,series battlepacks randy orion mason ryan,0,0,0,0,0,0,0
randy orion versus mason ryan series battlepack,randy orion versus mason ryan series battlepack,0,0,0,0,0,0,0
series battle pack mason ryan versus randy orion,series battle pack mason ryan versus randy orion,0,0,0,0,0,0,0
series battle pack randyorton versus mason ryan,series battle pack randyorton versus mason ryan,0,0,0,0,0,0,0
battle pack series mason ryan versus randy orion,battle pack series mason ryan versus randy orion,0,0,0,0,0,0,0
battle pack mason ryan versus randy orion included folding chair,battle pack mason ryan versus randy orion included folding chair,0,0,0,0,0,0,0
series battle pack mason ryan is randy orion,series battle pack mason ryan is randy orion,0,0,0,0,0,0,0
battle pack series mason ryan versus randy orion,battle pack series mason ryan versus randy orion,0,0,0,0,0,0,0
battle packs randy orion mason ryan,battle pack randy orion mason ryan,0,0,0,0,0,0,0
wwe battle packs series randy orion mason ryan,wwe battle pack series randy orion mason ryan,0,0,0,0,0,0,0
wwe battle packs series randy orion versus mason ryan,wwe battle pack series randy orion versus mason ryan,0,0,0,0,0,0,0
battle packs mason ryan versus randy orion,battle pack mason ryan versus randy orion,0,0,0,0,0,0,0
wwe battle packs randy orion mason ryan folding chair,wwe battle pack randy orion mason ryan folding chair,0,0,0,0,0,0,0
mason ryan orion battle pack elite,mason ryan orion battle pack elite,0,0,0,0,0,0,0
battle pack mason ryan versus randy orion includes steel chair,battle pack mason ryan versus randy orion includes steel chair,0,0,0,0,0,0,0
randy orion versus mason ryan battle pack,randy orion versus mason ryan battle pack,0,0,0,0,0,0,0
wwe battle packs randy orion versus mason ryan,wwe battle pack randy orion versus mason ryan,0,0,0,0,0,0,0
battle packs mason ryan versus randy orion,battle pack mason ryan versus randy orion,0,0,0,0,0,0,0
battle packs mason ryan randy orion,battle pack mason ryan randy orion,0,0,0,0,0,0,0
battle packs randy orion versus mason ryan,battle pack randy orion versus mason ryan,0,0,0,0,0,0,0
wwe battle battle packs randy orion versus mason ryan include steel chair,wwe battle battle pack randy orion versus mason ryan include steel chair,0,0,0,0,0,0,0
matter,matter,0,0,0,0,0,0,0
sorry,sorry,0,0,0,0,0,0,0
wwe battle pack randy orion versus mason ryan,wwe battle pack randy orion versus mason ryan,0,0,0,0,0,0,0
wwe battle pack series randy orion versus mason ryan including steel chair,wwe battle pack series randy orion versus mason ryan including steel chair,0,0,0,0,0,0,0
battle packs randy orion mason ryan,battle pack randy orion mason ryan,0,0,0,0,0,0,0
battle packs series randy orion mason ryan,battle pack series randy orion mason ryan,0,0,0,0,0,0,0
randy orion versus mason ryan battle pack series,randy orion versus mason ryan battle pack series,0,0,0,0,0,0,0
do,do,0,0,0,0,0,0,0
battle pack randy orion versus mason ryan including steel chair,battle pack randy orion versus mason ryan including steel chair,0,0,0,0,0,0,0
randy orion mason ryan battle pack,randy orion mason ryan battle pack,0,0,0,0,0,0,0
wwe battle pack series randy orion versus mason ryan,wwe battle pack series randy orion versus mason ryan,0,0,0,0,0,0,0
wwe battle packs series mason ryan randy orion,wwe battle pack series mason ryan randy orion,0,0,0,0,0,0,0
battle pack orion mason ryan chair,battle pack orion mason ryan chair,0,0,0,0,0,0,0
wwe battle pack randy orion mason ryan,wwe battle pack randy orion mason ryan,0,0,0,0,0,0,0
mason ryan randy orion,mason ryan randy orion,0,0,0,0,0,0,0
wwe battlepack randy orion mason ryan,wwe battlepack randy orion mason ryan,0,0,0,0,0,0,0
wwe battle pack randy orion mason ryan,wwe battle pack randy orion mason ryan,0,0,0,0,0,0,0
wwe battle pack series mason ryan Pretzel randy orion,wwe battle pack series mason ryan Pretzel randy orion,0,0,0,0,0,0,0
wwe battle pack series mason ryan Pretzel randy orion,wwe battle pack series mason ryan Pretzel randy orion,0,0,0,0,0,0,0
wwe battle pack mason ryan randy orion,wwe battle pack mason ryan randy orion,0,0,0,0,0,0,0
wwe battle back series randy organ mason ryan,wwe battle back series randy organ mason ryan,0,0,0,0,0,0,0
paul bearer,paul bearer,0,0,0,0,0,0,0
wwe series mason ryan randy orion,wwe series mason ryan randy orion,0,0,0,0,0,0,0
wade barrett randy orion battle pack,wade barrett randy orion battle pack,0,0,0,0,0,0,0
tenshi elite wade barter elite,tenshi elite wade barter elite,0,0,0,0,0,0,0
triple wreslemania exclusive,triple wreslemania exclusive,0,0,0,0,0,0,0
hinder mahal basic,hinder mahal basic,0,0,0,0,0,0,0
battle pack randy orion Pretzel mason ryan,battle pack randy orion Pretzel mason ryan,0,0,0,0,0,0,0
cody rhodes cannot remember series one mustache,cody rhodes cannot remember series one mustache,0,0,0,0,0,0,0
mason ryan randy orion battle packs,mason ryan randy orion battle pack,0,0,0,0,0,0,0
wwe battle packs randy orion mason ryan,wwe battle pack randy orion mason ryan,0,0,0,0,0,0,0
randy orion mason ryan,randy orion mason ryan,0,0,0,0,0,0,0
orion ryan battle pack,orion ryan battle pack,0,0,0,0,0,0,0
battle pack mason ryan randy orion,battle pack mason ryan randy orion,0,0,0,0,0,0,0
battle pack orion Pretzel mason ryan,battle pack orion Pretzel mason ryan,0,0,0,0,0,0,0
be randy orion mason ryan steel chair,be randy orion mason ryan steel chair,0,0,0,0,0,0,0
battle pack randy orion mason ryan steel chair,battle pack randy orion mason ryan steel chair,0,0,0,0,0,0,0
randy orion mason ryan steel chair battle pack,randy orion mason ryan steel chair battle pack,0,0,0,0,0,0,0
seth rollins roman reigns steel chair,seth rollins roman reign steel chair,0,0,0,0,0,0,0
battle pack,battle pack,0,0,0,0,0,0,0
elite seth rollins,elite seth rollins,0,0,0,0,0,0,0
wwe battle packs randy orion mason ryan,wwe battle pack randy orion mason ryan,0,0,0,0,0,0,0
elite seth rollins,elite seth rollins,0,0,0,0,0,0,0
randy orion battle back elite seth rollins,randy orion battle back elite seth rollins,0,0,0,0,0,0,0
orion ryan battle packs,orion ryan battle pack,0,0,0,0,0,0,0
battle packs series randy orion mason ryan,battle pack series randy orion mason ryan,0,0,0,0,0,0,0
battle pack series orion mason ryan,battle pack series orion mason ryan,0,0,0,0,0,0,0
battle pack fourteen orion ryan,battle pack fourteen orion ryan,0,0,0,0,0,0,0
series randy orion versus mason ryan battle packs including chair,series randy orion versus mason ryan battle pack including chair,0,0,0,0,0,0,0
seamus randy ortonbattle backs,seamus randy ortonbattle back,0,0,0,0,0,0,0
battlepack randy orion versus mason ryan,battlepack randy orion versus mason ryan,0,0,0,0,0,0,0
contest winner announced please play next week,contest winner announced please play next week,0,0,0,0,0,0,0
nice coping answer,nice coping answer,0,0,0,0,0,0,0
hinder mahal,hinder mahal,0,0,0,0,0,0,0
rey mysterion ive seen picture,rey mysterion ive seen picture,0,0,0,0,0,0,0
am punk,am punk,0,0,0,0,0,0,0
wade barrett,wade barrett,0,0,0,0,0,0,0
randy savage,randy savage,0,0,0,0,0,0,0
rock,rock,0,0,0,0,0,0,0
cody rhodes,cody rhodes,0,0,0,0,0,0,0
mason ryan randy orion,mason ryan randy orion,0,0,0,0,0,0,0
randy orion mason ryan,randy orion mason ryan,0,0,0,0,0,0,0
mason ryan,mason ryan,0,0,0,0,0,0,0
miz,miz,0,0,0,0,0,0,0
randy orion mason ryan,randy orion mason ryan,0,0,0,0,0,0,0
am punk mark henry,am punk mark henry,0,0,0,0,0,0,0
truth,truth,0,0,0,0,0,0,0
true pa,true pa,0,0,0,0,0,0,0
true need,true need,0,0,0,0,0,0,0
wow little much friend need know girl made meme like chit how,wow little much friend need know girl made meme like chit how,0,0,0,0,0,0,0
need,need,0,0,0,0,0,0,0
laughing loud sounds like girl wrote,laughing loud sound like girl wrote,0,0,0,0,0,0,0
thank,thank,0,0,0,0,0,0,0
true that,true that,0,0,0,0,0,0,0
straight,straight,0,0,0,0,0,0,0
want even talking anyone else,want even talking anyone else,0,0,0,0,0,0,0
ah love boo,ah love boo,0,0,0,0,0,0,0
vez mi amor,vez mi amor,0,0,0,0,0,0,0
hi se mi amor asi sera,hi se mi amor asi serum,0,0,0,0,0,0,0
love baby,love baby,0,0,0,0,0,0,0
right ride die man,right ride die man,0,0,0,0,0,0,0
crap horse manure,crap horse manure,0,0,0,0,0,0,0
know true,know true,0,0,0,0,0,0,0
biffdog,biffdog,0,0,0,0,0,0,0
preach babe get hard guys understand,preach babe get hard guy understand,0,0,0,0,0,0,0
baby,baby,0,0,0,0,0,0,0
true love juicy,true love juicy,0,0,0,0,0,0,0
aww love Winking,aww love Winking,0,0,0,0,0,0,0
ah,ah,0,0,0,0,0,0,0
Smile,Smile,0,0,0,0,0,0,0
love babe,love babe,0,0,0,0,0,0,0
always got back love,always got back love,0,0,0,0,0,0,0
friend need,friend need,0,0,0,0,0,0,0
my nigga,my nigga,0,0,0,0,0,0,0
true more te amo,true more te amo,0,0,0,0,0,0,0
laughing,laughing,0,0,0,0,0,0,0
laughing funny,laughing funny,0,0,0,0,0,0,0
seriously,seriously,0,0,0,0,0,0,0
take notes,take note,0,0,0,0,0,0,0
got right babe going start cutting friends Winking,got right babe going start cutting friend Winking,0,0,0,0,0,0,0
sounds good babe Winking,sound good babe Winking,0,0,0,0,0,0,0
always back baby,always back baby,0,0,0,0,0,0,0
lmmfaoo,lmmfaoo,0,0,0,0,0,0,0
get home work lmmaaoo,get home work lmmaaoo,0,0,0,0,0,0,0
eww,eww,0,0,0,0,0,0,0
fuck,fuck,0,0,0,0,0,0,0
ah,ah,0,0,0,0,0,0,0
hury que es eso laughing loud,hury que e eso laughing loud,0,0,0,0,0,0,0
gotta new term ratchetsWhatever Whatever hahaha ie dancing club gollum kept pushing meWhatever,gotta new term ratchetsWhatever Whatever hahaha ie dancing club gollum kept pushing meWhatever,0,0,0,0,0,0,0
om,om,0,0,0,0,0,0,0
Headlights lord hahaha,Headlights lord hahaha,0,0,0,0,0,0,0
tag laughing ass,tag laughing as,0,0,0,0,0,0,0
hahahahahaha done ad,hahahahahaha done ad,0,0,0,0,0,0,0
tag,tag,0,0,0,0,0,0,0
om,om,0,0,0,0,0,0,0
loo hate,loo hate,0,0,0,0,0,0,0
look laughing loud,look laughing loud,0,0,0,0,0,0,0
hahaha,hahaha,0,0,0,0,0,0,0
lmfaoo,lmfaoo,0,0,0,0,0,0,0
ira china thank sobrinita,ira china thank sobrinita,0,0,0,0,0,0,0
pajama donde laughing lot vista ok le vacate foot,pajama donde laughing lot vista ok le vacate foot,0,0,0,0,0,0,0
amanda,amanda,0,0,0,0,0,0,0
lao,lao,0,0,0,0,0,0,0
egg,egg,0,0,0,0,0,0,0
laughing loud,laughing loud,0,0,0,0,0,0,0
fucked babe,fucked babe,0,0,0,0,0,0,0
om,om,0,0,0,0,0,0,0
making laugh reason lot,making laugh reason lot,0,0,0,0,0,0,0
cannot stop laughing,cannot stop laughing,0,0,0,0,0,0,0
Whatever,Whatever,0,0,0,0,0,0,0
lol,lol,0,0,0,0,0,0,0
loo dead,loo dead,0,0,0,0,0,0,0
artsy,artsy,0,0,0,0,0,0,0
never noticed beautiful laughing lot looked night live la,never noticed beautiful laughing lot looked night live la,0,0,0,0,0,0,0
like,like,0,0,0,0,0,0,0
dream place live,dream place live,0,0,0,0,0,0,0
wanna Sad,wanna Sad,0,0,0,0,0,0,0
beautiful,beautiful,0,0,0,0,0,0,0
nice Winking,nice Winking,0,0,0,0,0,0,0
damn view Smile,damn view Smile,0,0,0,0,0,0,0
reminded picture,reminded picture,0,0,0,0,0,0,0
beautiful city,beautiful city,0,0,0,0,0,0,0
wonderful,wonderful,0,0,0,0,0,0,0
ordered first pair ballerina pink excited,ordered first pair ballerina pink excited,0,0,0,0,0,0,0
beautiful city,beautiful city,0,0,0,0,0,0,0
love la,love la,0,0,0,0,0,0,0
pretty,pretty,0,0,0,0,0,0,0
picture better Winking,picture better Winking,0,0,0,0,0,0,0
great pic,great pic,0,0,0,0,0,0,0
great view,great view,0,0,0,0,0,0,0
love every light story,love every light story,0,0,0,0,0,0,0
favorite instar picture,favorite instar picture,0,0,0,0,0,0,0
