,Lemmatized_Comment,Sexual_Type1,Sexual_Type2,Physical_Appearance,Race,Intellectual,General_Hate
4007,make feel better educating ignorant child feel like big boy trying belittle get fuck faggot,0,1,0,0,0,0
4008,faggot Infatuated see cannot even spell name right,0,1,0,0,0,0
4009,hi gas as got lip gloss doe,0,1,0,0,0,0
4010,brittonoo whoever call want call,0,1,0,0,0,0
4011,better getting dick as fucking homo would probably appreciate sign shirt del rio sperm asshole,0,1,0,0,0,0
4012,look like fag start,0,1,0,0,0,0
4013,to leave u alone stop messing little kid least show boob as every picture thirteen know boob as care leave alone get life low life slut put clothes get fuck picture thirteen know flat fag,0,1,0,0,0,0
4014,swag faggot,0,1,0,0,0,0
4015,cocky fuck nigga lived cal would fuck self fagot,0,1,0,0,0,0
4016,apparently fucked man year old find roofy recall event occurring nonexistent sister two male cousin sound like flaming homosexual hand dude digging deeper grave,0,1,0,0,0,0
4017,trifle time follow sorry excuse make stereo type black men come life lucky chose gay looking as,0,1,0,0,0,0
4018,gay,0,1,0,0,0,0
4019,laughing pussy as bitch bra prob'ly ugly as fat loose cunt mate bloody hell stu go drink bleach ugly as anal juicing hoe bag slut,0,1,0,0,0,0
4020,faggot as nigga jacking death row record shit,0,1,0,0,0,0
4021,nigga hi as gay,0,1,0,0,0,0
4022,know gay kirk go ahead come closet bitch nigga,0,1,0,0,0,0
4023,hahaha ah jamal cross border dumb as think speak sure teach africa running gay pedophile stu already told world cup mexico squad still hating cause smashed ganna Watching wif get dick nasty crusty wrinkly as nigga,0,1,0,0,0,0
4024,least look better,0,1,0,0,0,0
4025,go suck dick faggot,0,1,0,0,0,0
4026,choose straight could attracted sex tried fucking moron go fuck,0,1,0,0,0,0
4027,to leave u alone stop messing little kid least show boob as every picture thirteen know boob as care leave alone get life low life slut put clothes get fuck picture thirteen know flat fag,0,1,0,0,0,0
4028,hey everyone faggot following people must illuminati right research input opinion sound ignorant,0,1,0,0,0,0
4029,faggot as nigga jacking death row record shit,0,1,0,0,0,0
4030,dick booty ah nigga,0,1,0,0,0,0
4031,gay,0,1,0,0,0,0
4032,hi mac give fuck laughing loud go listen song doodling key see sharp try faggot want used hope know performs old shit concert dudePeace stop trying tell people come Peace cause big fan put would still supporting movement Peace laughing loud hating as,0,1,0,0,0,0
4033,look like tranny,0,1,0,0,0,0
4034,faggot bitch as nigga,0,1,0,0,0,0
4035,fag,0,1,0,0,0,0
4036,look like tranny,0,1,0,0,0,0
4037,bitch as nigga sorry excuse man waste blood Pretzel flesh such get hi life together fuck boy,0,1,0,0,0,0
4038,keep callin ugly far husband boyfriend probably look better gay judgmental thing say ever business got money broke ass is feel free reply back,0,1,0,0,0,0
4039,fuck dude yiu suck dick gay dumb fuck know shut fuck ill kick as doubt back fuck go suck dick,0,1,0,0,0,0
4040,get life talking bet whole family cross border teach south america nothing ur gay one world mexico squad point ok nigger cross border hahahahahahahahaha cannot jump conversation know going,0,1,0,0,0,0
4041,gay people disgust hate sacred gunna say,0,1,0,0,0,0
4042,right cuz bitch nothin talk shit wen fight back like say hot ab ugly bitch cannot afford support child sell crack street top fet raped money,0,1,0,0,0,0
4043,to leave u alone stop messing little kid least show boob as every picture thirteen know boob as care leave alone get life low life slut put clothes get fuck picture thirteen know flat fag,0,1,0,0,0,0
4044,make feel better educating ignorant child feel like big boy trying belittle get fuck faggot,0,1,0,0,0,0
4045,to leave u alone stop messing little kid least show boob as every picture thirteen know boob as care leave alone get life low life slut put clothes get fuck picture thirteen know flat fag,0,1,0,0,0,0
4046,wishing best as nigger shit go fuck ourself matter fact go suck dick look like like anyway wish best would treat like shit piece shit bitch as nigger,0,1,0,0,0,0
4047,infact love wrestling sad person get life del rio one face turning bad faggot,0,1,0,0,0,0
4048,skirt happy homo wearing woman clothing,0,1,0,0,0,0
4049,gay,0,1,0,0,0,0
4050,there way gay refuse believe utterly hate dude disgust poor as excuse man,0,1,0,0,0,0
4051,faggot bitch as nigga,0,1,0,0,0,0
4052,ugly little dick sucker,0,1,0,0,0,0
4053,dick booty ah nigga,0,1,0,0,0,0
4054,fag,0,1,0,0,0,0
4055,stop commenting picture fag reported right bitch know shit soccer name boating show know something soccer know shit go play american football one goal raping least grow white trash stop commenting pic get gang better stu respect boating bet suck soccer,0,1,0,0,0,0
4056,talking tell need agree filthy lifestyle guy live natural man want sex another man vagina running around natural woman want woman penis running around might well suck lick,0,1,0,0,0,0
4057,fag,0,1,0,0,0,0
4058,tell u ol faggot as dare talk wife like,0,1,0,0,0,0
4059,fag,0,1,0,0,0,0
4060,yaPenguin shit tPenguino different level undercover brother selfishly Penguinanna kill unborn cannot even properly communicate Penguin selfless Penguinoman cannot communicate period u selfish like punk gay as kirk,0,1,0,0,0,0
4061,stop talkin bullshit faggot know mac someone else mostdope,0,1,0,0,0,0
4062,faggot as nigga jacking death row record shit,0,1,0,0,0,0
4063,hi mac give fuck laughing loud go listen song doodling key see sharp try faggot want used hope know performs old shit concert dudePeace stop trying tell people come Peace cause big fan put would still supporting movement Peace laughing loud hating as,0,1,0,0,0,0
4064,said fuck call faggot cracker as,0,1,0,0,0,0
4065,swag faggot,0,1,0,0,0,0
4066,fag bag,0,1,0,0,0,0
4067,like bunch sensitive instaqueers laughing example girl complaining period,0,1,0,0,0,0
4068,fag,0,1,0,0,0,0
4069,faggot as nigga jacking death row record shit,0,1,0,0,0,0
4070,child molesting gay shitty as producer sorry excuse man never cared deny thar beautiful woman right child fed wit sickest biggest dick ever bitch,0,1,0,0,0,0
4071,good come back go take pic ab faggot,0,1,0,0,0,0
4072,hi big ol gay as,0,1,0,0,0,0
4073,look like tranny amazon ugly as lao,0,1,0,0,0,0
4074,vanilla sex,0,1,0,0,0,0
4075,get life talking bet whole family cross border teach south america nothing ur gay one world mexico squad point ok nigger cross border hahahahahahahahaha cannot jump conversation know going,0,1,0,0,0,0
4076,really people gay fucking mean marriage better straight couple marriage gay people cheat spouse get fuck real,0,1,0,0,0,0
4077,like dick,0,1,0,0,0,0
4078,faggot bitch as nigga,0,1,0,0,0,0
4079,said fuck call faggot cracker as,0,1,0,0,0,0
4080,kirk faggot,0,1,0,0,0,0
4081,kirk faggot,0,1,0,0,0,0
4082,nobody give fuck get fucking prize shit stu facet,0,1,0,0,0,0
4083,stop talkin bullshit faggot know mac someone else mostdope,0,1,0,0,0,0
4084,vanilla sex,0,1,0,0,0,0
4085,like call top class bell end dyke,0,1,0,0,0,0
4086,gay dawg like really,0,1,0,0,0,0
4087,ugly as faggot,0,1,0,0,0,0
4088,like call top class bell end dyke,0,1,0,0,0,0
4089,know gay kirk go ahead come closet bitch nigga,0,1,0,0,0,0
4090,fag,0,1,0,0,0,0
4091,faggot as nigga jacking death row record shit,0,1,0,0,0,0
4092,hey everyone faggot following people must illuminati right research input opinion sound ignorant,0,1,0,0,0,0
4093,fag,0,1,0,0,0,0
4094,ugly little dick sucker,0,1,0,0,0,0
4095,ugly as faggot,0,1,0,0,0,0
4096,ugh touch fucking faggy,0,1,0,0,0,0
4097,like bunch sensitive instaqueers laughing example girl complaining period,0,1,0,0,0,0
4098,gay one,0,1,0,0,0,0
4099,hahaha make think japan white funny thing knew first thing wrestling would know japanese know average wrestling fan oh live canada live britain could butthurt faggot hell get life get job liking good guy knew anything wrestling would know bigger turning good guy del rio turning bad guy oh yeah forgot casual faggot like wrestling year,0,1,0,0,0,0
4100,vanilla sex,0,1,0,0,0,0
4101,infact love wrestling sad person get life del rio one face turning bad faggot,0,1,0,0,0,0
4102,gay,0,1,0,0,0,0
4103,kill ourself swag fag as bitch,0,1,0,0,0,0
4104,to leave u alone stop messing little kid least show boob as every picture thirteen know boob as care leave alone get life low life slut put clothes get fuck picture thirteen know flat fag,0,1,0,0,0,0
4105,choose straight could attracted sex tried fucking moron go fuck,0,1,0,0,0,0
4106,hahaha ah jamal cross border dumb as think speak sure teach africa running gay pedophile stu already told world cup mexico squad still hating cause smashed ganna Watching wif get dick nasty crusty wrinkly as nigga,0,1,0,0,0,0
4107,look like tranny,0,1,0,0,0,0
4108,infact love wrestling sad person get life del rio one face turning bad faggot,0,1,0,0,0,0
4109,gay,0,1,0,0,0,0
4110,leave rasheed reputation non existence clearly let medium show overshadow role husband father show temporary hoe temporary little fake as character adopted temporary dare disrespect wife to lookin like damn fool past episode honored beautiful wife faithful afraid voice faithfulness still whole world think fucking faggot see bad cute please give girl recognition continuing love despite stupidity love hip hop get famous forget real kirk never posted anything celebs wall sincerely disappointed lot fan know show old pray come sens stopped bullshit make mistake national to careful say never know end battle later stay prayed,0,1,0,0,0,0
4111,fucking queer taking selfies mirror,0,1,0,0,0,0
4112,to leave u alone stop messing little kid least show boob as every picture thirteen know boob as care leave alone get life low life slut put clothes get fuck picture thirteen know flat fag,0,1,0,0,0,0
4113,trifle time follow sorry excuse make stereo type black men come life lucky chose gay looking as,0,1,0,0,0,0
4114,like call top class bell end dyke,0,1,0,0,0,0
4115,sissy,0,1,0,0,0,0
4116,fuck one issue shit running crusty cocksucker constantly unless stop week quiet Pretzel fine bam dumb bitch as feel need come back Pretzel play harass reality check cunt look like fucking moron Pretzel everyone see joke cunt,0,1,0,0,0,0
4117,least look better,0,1,0,0,0,0
4118,nigga gay,0,1,0,0,0,0
4119,fag,0,1,0,0,0,0
4120,fag bag,0,1,0,0,0,0
4121,skirt happy homo wearing woman clothing,0,1,0,0,0,0
4122,wishing best as nigger shit go fuck ourself matter fact go suck dick look like like anyway wish best would treat like shit piece shit bitch as nigger,0,1,0,0,0,0
4123,straight people fucking marriage century maybe time stepped aside,0,1,0,0,0,0
4124,fucking queer taking selfies mirror,0,1,0,0,0,0
4125,faggot bitch as nigga,0,1,0,0,0,0
4126,biggest douche ever seen,0,1,0,0,0,0
4127,fag bag,0,1,0,0,0,0
4128,gay people disgust hate sacred gunna say,0,1,0,0,0,0
4129,gay,0,1,0,0,0,0
4130,look like tranny,0,1,0,0,0,0
4131,least look better,0,1,0,0,0,0
4132,straight jacking logo come whit shit faggot,0,1,0,0,0,0
4133,hi big ol gay as,0,1,0,0,0,0
4134,hi gas as got lip gloss doe,0,1,0,0,0,0
4135,there way gay refuse believe utterly hate dude disgust poor as excuse man,0,1,0,0,0,0
4136,kirk faggot,0,1,0,0,0,0
4137,straight people fucking marriage century maybe time stepped aside,0,1,0,0,0,0
4138,gay,0,1,0,0,0,0
4139,apparently fucked man year old find roofy recall event occurring nonexistent sister two male cousin sound like flaming homosexual hand dude digging deeper grave,0,1,0,0,0,0
4140,like bunch sensitive instaqueers laughing example girl complaining period,0,1,0,0,0,0
4141,gay people disgust hate sacred gunna say,0,1,0,0,0,0
4142,fag,0,1,0,0,0,0
4143,go suck dick faggot,0,1,0,0,0,0
4144,telling ugly gay guy say guy ugly oh wait gay,0,1,0,0,0,0
4145,faggot as nigga jacking death row record shit,0,1,0,0,0,0
4146,fag done wanna start go well get slave boat fail cocksucker bitch as motherfucker cracker mean proved wrong every time proved wrong every time white trash people start shit cocksucker,0,1,0,0,0,0
4147,infact love wrestling sad person get life del rio one face turning bad faggot,0,1,0,0,0,0
4148,look like fag start,0,1,0,0,0,0
4149,dick booty as faggot as nigga lucky got faggot mother fucker,0,1,0,0,0,0
4150,to leave u alone stop messing little kid least show boob as every picture thirteen know boob as care leave alone get life low life slut put clothes get fuck picture thirteen know flat fag,0,1,0,0,0,0
4151,faggot Infatuated see cannot even spell name right,0,1,0,0,0,0
4152,wishing best as nigger shit go fuck ourself matter fact go suck dick look like like anyway wish best would treat like shit piece shit bitch as nigger,0,1,0,0,0,0
4153,look like tranny,0,1,0,0,0,0
4154,fuck scrappy cheat rasheed fag,0,1,0,0,0,0
4155,trifle time follow sorry excuse make stereo type black men come life lucky chose gay looking as,0,1,0,0,0,0
4156,swag faggot,0,1,0,0,0,0
4157,fuck gurlboy big fan know irritate shit get little fame go crazy like online got rating liked family man build benzene stevie life sweetness seemed smart first suh aware without rasheed love nhiphop hot co one mud know man getcha life,0,1,0,0,0,0
4158,fuck dude yiu suck dick gay dumb fuck know shut fuck ill kick as doubt back fuck go suck dick,0,1,0,0,0,0
4159,peace respect ghanaboyboateng,0,1,0,0,0,0
4160,hi mac give fuck laughing loud go listen song doodling key see sharp try faggot want used hope know performs old shit concert dudePeace stop trying tell people come Peace cause big fan put would still supporting movement Peace laughing loud hating as,0,1,0,0,0,0
4161,gay Smiling,0,1,0,0,0,0
4162,said fuck call faggot cracker as,0,1,0,0,0,0
4163,cocky fuck nigga lived cal would fuck self fagot,0,1,0,0,0,0
4164,yaPenguin shit tPenguino different level undercover brother selfishly Penguinanna kill unborn cannot even properly communicate Penguin selfless Penguinoman cannot communicate period u selfish like punk gay as kirk,0,1,0,0,0,0
4165,child molesting gay shitty as producer sorry excuse man never cared deny thar beautiful woman right child fed wit sickest biggest dick ever bitch,0,1,0,0,0,0
4166,nigga gay,0,1,0,0,0,0
4167,ever let nigga disrespect take picture gay boy yaw even talk show scrap appearance shot let take,0,1,0,0,0,0
4168,hahaha make think japan white funny thing knew first thing wrestling would know japanese know average wrestling fan oh live canada live britain could butthurt faggot hell get life get job liking good guy knew anything wrestling would know bigger turning good guy del rio turning bad guy oh yeah forgot casual faggot like wrestling year,0,1,0,0,0,0
